,topology
0,inf
1,0.3294097111336657
2,0.3275383525673524
3,0.3177958471041298
4,0.31779476661094774
5,0.31777903283132375
6,0.31730615834238224
7,0.3152164080671278
8,0.3151131288691883
9,0.3150232514912392
10,0.31288033000585574
11,0.312416369855062
12,0.3117472156626658
13,0.3114730157369645
14,0.3112723911043454
15,0.3112274702501639
16,0.3112153790348254
17,0.31115663701134
18,0.3110973043813556
19,0.31095001025423247
20,0.31070719328807794
21,0.31065061594666504
22,0.31049071855924887
23,0.30940443496751324
24,0.3093735714394187
25,0.30913378987196327
26,0.3050983049013799
27,0.3049103018588829
28,0.30488403202534603
29,0.3019032811596395
30,0.3015828205048212
31,0.30054386546206785
32,0.3003395044696446
33,0.3003193699146992
34,0.30008471825793803
35,0.2996165741029108
36,0.29719821965917664
37,0.2971851526843446
38,0.29654066321107386
39,0.29650466156541483
40,0.2963764612730019
41,0.29628332048296296
42,0.2961393210516593
43,0.2959847526996288
44,0.2920237542087385
45,0.29137210162185245
46,0.29135711543171733
47,0.2648875927298274
48,0.2631899508500887
49,0.2631769064200609
50,0.257102806007509
51,0.25245461413072534
52,0.24946515583602916
53,0.2235003484724907
54,0.22103766705244335
55,0.21604060903679342
56,0.21371807598651865
57,0.21266035321109167
58,0.21101649774656694
59,0.20907059003797424
60,0.19346301066800542
61,0.19258133302862063
62,0.18609534768739547
63,0.18138945641288506
64,0.17731065115076342
65,0.17163952719416503
66,0.1703897370702142
67,0.167980349027724
