,hidden_layer
0,inf
1,0.7865253696288939
2,0.7865098689372959
3,0.4459939531476629
4,0.390014011519525
5,0.35228725216280843
6,0.3232730349826064
7,0.32169488123818585
8,0.3214160994177564
9,0.3163958151628858
10,0.31600338585679527
11,0.31588497085712935
12,0.31580660512326497
13,0.3157898567942168
14,0.3148132198565042
15,0.30549697698320866
16,0.3054722353473703
17,0.3054720589938262
18,0.3054712106317966
19,0.2843047600927101
20,0.28429777124848105
21,0.2785576221204747
22,0.27847801812360196
23,0.2759114388209221
24,0.27585575898245973
25,0.2651126488123059
26,0.26258595562028547
27,0.2615938061505976
28,0.25982738328908345
29,0.2582228516908212
30,0.2581594078700974
31,0.25360140674039927
32,0.23802784141896963
33,0.2374331545417555
34,0.2371962007064973
35,0.2269285392085661
36,0.22607703495251466
37,0.22594991987919086
38,0.2257801502607841
39,0.2243449407498212
40,0.22434102615147622
41,0.22434062025928495
42,0.2232870270001447
43,0.2232868189513918
44,0.22328670225911787
45,0.22321620733309108
46,0.2224499558607486
47,0.22243302159500597
48,0.2224306686027815
49,0.22124289423817328
50,0.22124175270213395
51,0.22122921089476305
52,0.22122185169983677
53,0.22034556940358976
54,0.21917374094209421
55,0.21893787205995555
56,0.21889010283112528
57,0.21818432176960467
58,0.21810565828564493
59,0.21791467517184254
60,0.21777485791426024
61,0.21776915912931566
62,0.21775373695074246
63,0.21774541482062673
64,0.21774403434232054
65,0.2177350781946732
66,0.21771426344701103
67,0.21770344466590674
68,0.21769594054811436
69,0.2176945993605263
70,0.21767232631162367
