,model
0,inf
1,0.3915452167213766
2,0.34997899087499873
3,0.34041571733631193
4,0.3160355896243804
5,0.31596751276929236
6,0.31588526834400493
7,0.31574858982314297
8,0.31574794787529387
9,0.3157448799734855
10,0.315561958312452
11,0.3149026435849538
12,0.3112208488023313
13,0.3082596188941292
14,0.30000351113369017
15,0.297770267286096
16,0.29036858081987726
17,0.28016759548480025
18,0.2680050554416441
19,0.25967822927442497
20,0.25819116301484674
21,0.24932187158219343
22,0.23581690205711753
23,0.23422104550418774
24,0.22731202026113462
25,0.2252775066348603
26,0.22253159468311182
27,0.22003556448828987
28,0.21963045323856017
29,0.2182428391440665
30,0.2176827084592164
31,0.21742368763385286
32,0.21735890442198977
