,weights
0,inf
1,0.42890650339370384
2,0.3877886919448091
3,0.37163804971942144
4,0.3323877271334769
5,0.3263290808812997
6,0.325288952214087
7,0.32429060456925124
8,0.31938130669832293
9,0.31888179424924523
10,0.3182291917161541
11,0.3172932926476863
12,0.3172922362829063
13,0.31728967123828283
14,0.3164229535081001
15,0.31614580160346684
16,0.3159991771547673
17,0.31596536699357913
18,0.3157827329647126
19,0.31574009929851066
20,0.3155894773085452
21,0.31556195892187017
22,0.3155507125876168
23,0.3155245651278544
24,0.3155098450894031
25,0.31541660050632914
26,0.31538275923516346
27,0.31537368828264817
28,0.3153706231492945
29,0.31536875165046124
30,0.3152880227073429
31,0.31526101374981946
32,0.314752260002284
33,0.31470386134369677
34,0.31458462672107745
35,0.314462248500326
36,0.3144599234154805
37,0.314444416077127
38,0.3144397727978
39,0.31443959537100225
40,0.31439836906258245
41,0.31424083347355874
42,0.31422320928329023
43,0.31416874713239623
44,0.3141325084294395
45,0.31405981154052653
46,0.31355964792746094
47,0.313321254064468
48,0.3132434473169587
49,0.3129345523515836
50,0.31291987603717053
51,0.3129198029737217
52,0.31252159179286976
53,0.31231630985173453
54,0.3123026528877392
55,0.31161681122147544
56,0.31161533304913397
57,0.3115700194142477
58,0.31155378133912387
59,0.31103922335700046
60,0.3104797142462991
61,0.31026819276392825
62,0.31025915473328247
63,0.3101188754103428
64,0.30978984066249887
65,0.30968448494064105
66,0.30958812716763434
67,0.30956840375599165
68,0.3094625754378817
69,0.30945109416561095
70,0.30931694895540696
71,0.3090796531334772
72,0.30859496267010517
73,0.3082376734399824
74,0.30742457786111427
75,0.3070126148398448
76,0.3070039353458016
77,0.3061487534426749
78,0.3058785730842427
79,0.3051183209742789
80,0.3048307049101474
81,0.30481193088794706
82,0.30470183272633306
83,0.3027482415440303
84,0.30230508840902354
85,0.3020883824261583
86,0.30116729915514334
87,0.30114817242814884
88,0.30110247023751036
89,0.30019302254730995
90,0.29997609331749403
91,0.29984750245471525
92,0.2996825022845004
93,0.29954226149135693
94,0.29938265729834435
95,0.29887739878700825
96,0.29773831615180046
97,0.29602551264571414
98,0.2960117179570601
99,0.29600443999067805
100,0.2956461216380583
101,0.29559824296221215
102,0.2946999388675813
103,0.2915538108996581
104,0.2856081419067213
105,0.2821747384456441
106,0.2802606629429844
107,0.27817773543821994
108,0.2758662151281959
109,0.27098066469136667
110,0.26528178332212604
111,0.2624638745787237
