,hidden_layer
0,inf
1,0.7372429655767662
2,0.3516856675958883
3,0.3389697030146787
4,0.3358058636657354
5,0.3247767045009729
6,0.32476346724312966
7,0.3247411472996872
8,0.32472527994950295
9,0.3247201320021104
10,0.322397672908602
11,0.3177713600192725
12,0.3174183361117206
13,0.30706912256698154
14,0.30454469414612745
15,0.30424818511587953
16,0.2821477732836903
17,0.28141524575065624
18,0.2802010796643103
19,0.2798118832377886
20,0.2768469709672342
21,0.27566445952728336
22,0.2754019647800479
23,0.273389824260025
24,0.27231703647443395
25,0.2701100466282838
26,0.2626628602740085
27,0.26230703072928724
28,0.2619996590080742
29,0.25462127600206835
30,0.2532178002151016
31,0.25315831732785365
32,0.2473950054352967
33,0.24645770004741882
34,0.23946436291229606
35,0.23777467199831445
36,0.23619921126289198
37,0.23532747426616638
38,0.2330622662722378
39,0.23102187357659493
40,0.22222095145418239
41,0.2194950555069753
42,0.21903989579435768
43,0.21585988384385738
44,0.21348397513733286
45,0.18846297395179595
46,0.18616712308030195
47,0.18347399718608542
48,0.18306508818694395
49,0.18041947999422286
50,0.18040538904784834
51,0.17951784386816366
52,0.1793022497985083
53,0.179089663041302
54,0.17903019459147645
55,0.17870711210639473
56,0.1776987948122213
57,0.17765308453089715
58,0.1761727984921908
59,0.17607241298667464
60,0.17588941765454408
61,0.17576748023734956
62,0.17574164677114595
63,0.17573301120998702
64,0.17547515285758494
65,0.17535463342645424
66,0.17526993215549555
67,0.1742795407435612
68,0.1741739667589963
69,0.1736749401312595
70,0.173657925989601
71,0.17233291789309652
72,0.17231298754175764
73,0.1722882123595434
74,0.17224989531719775
75,0.17224954609799276
76,0.17224947805107715
77,0.16961672751706416
78,0.16959728345005426
79,0.16959721425418745
80,0.16957902125057564
81,0.16957475861318294
