,hidden_layer
0,inf
1,2.0873567281167666
2,1.709254773691119
3,0.6274391463067998
4,0.573896742790025
5,0.573716495323797
6,0.5736841616184265
7,0.572961121081554
8,0.41133541081038255
9,0.41009231626402304
10,0.4099515272955628
11,0.4094276421228408
12,0.3337406443628158
13,0.33360309984433845
14,0.325661740802357
15,0.31724373400721956
16,0.31701084216617986
17,0.31693083699839836
18,0.3168582091358114
19,0.3164760564332645
20,0.31603019368835394
21,0.30922324680329605
22,0.306982764650315
23,0.30274112658479047
24,0.3016343522514126
25,0.2991858976650525
26,0.2985501616262189
27,0.29708239377336504
28,0.2970522761557174
29,0.2961717031617841
30,0.2958928057471607
31,0.29490782478089506
32,0.2674969759409062
33,0.2674471095675771
34,0.25545784156415563
35,0.25431801626322
36,0.23924626055727272
37,0.23852058979200785
38,0.23783475825823042
39,0.2376062354290062
40,0.23759946722852987
41,0.2372665739233891
42,0.23726538740528216
43,0.23532056192272272
44,0.23510530254525397
45,0.2341934622660608
46,0.2302937158004516
47,0.2291775695901712
48,0.228254509749832
49,0.22823103207779735
50,0.228223685191606
51,0.22812133512864166
52,0.2270137958584898
53,0.2236442340175212
54,0.2232779392295734
55,0.22197778986220215
56,0.2204901248675506
57,0.21990276451099147
58,0.2196020409244697
59,0.21945905180751135
60,0.21915268592822373
61,0.2160933055344421
62,0.21606739123912383
63,0.21604878350489648
64,0.21582911922142534
65,0.21540181787877166
66,0.21505947121116434
67,0.2143373207998582
68,0.21426822160734105
69,0.21268343578345508
70,0.21245622639235634
71,0.21216341323676677
72,0.21192720780529992
73,0.21107466999546035
74,0.21104106943096798
75,0.2094241744260014
76,0.2091444775301239
77,0.20910439634055342
78,0.20895577091692893
79,0.20892124956221161
80,0.2089200554185517
81,0.2088513273724722
82,0.20870699423238276
83,0.20870167453889105
84,0.20867306559122312
85,0.20864114797555763
86,0.20864034472334128
87,0.20828625796488823
88,0.20824089826095799
89,0.20813959589926762
90,0.2081323261318577
91,0.20809502868449628
92,0.2077217170169797
93,0.20769093364923713
94,0.20757141669139167
95,0.2073420161592143
96,0.20732661182106582
97,0.20731223652012393
98,0.20730447407137362
99,0.20714412489087652
100,0.20709435866256978
101,0.2070631845372684
102,0.207040596204287
103,0.2070083389322572
104,0.20700822323103402
105,0.20699728092421804
106,0.2069941176226628
107,0.20697596683776834
