,topology
0,inf
1,2.5600288036291063
2,2.556145538049245
3,2.5320264963159285
4,0.4706828239680076
5,0.33034920800464307
6,0.31574858982314297
7,0.31574336040410667
8,0.3157432806087901
9,0.3149026435849538
10,0.3112208488023313
11,0.3082596188941292
12,0.30000351113369017
13,0.297770267286096
14,0.29036858081987726
15,0.28016759548480025
16,0.25967822927442497
17,0.25819116301484674
18,0.24932187158219343
19,0.23581690205711753
20,0.22556785046327174
21,0.22253159468311182
22,0.22003556448828987
23,0.21963045323856017
24,0.2182428391440665
25,0.2176827084592164
26,0.21742368763385286
27,0.21735890442198977
