,output_layer
0,inf
1,2.557594218679968
2,2.548188667206764
3,2.4847715753583346
4,2.467097841472219
5,2.425792621880342
6,2.424588988357069
7,2.414895678886682
8,0.5442915189187042
9,0.5267941401103027
10,0.5092301114139068
11,0.5022308320989919
12,0.5003053531663765
13,0.4963633084000309
14,0.46226227311781193
15,0.46029418551162987
16,0.34880507745212325
17,0.3237834943612163
18,0.3217019624226744
19,0.3202610563748217
20,0.3162484303157456
21,0.31596134841395734
22,0.3158192267683748
23,0.31574858982314297
24,0.31553169375758294
25,0.3149026435849538
26,0.3148598073566669
27,0.3146925629078845
28,0.31142792917456874
29,0.3089819191258467
30,0.3082596188941292
31,0.30687886757898974
32,0.3030550229052753
33,0.3021775235419901
34,0.2993429961192776
35,0.2988975814489363
36,0.297770267286096
37,0.2939595261701823
38,0.2933453249626109
39,0.2927931416027079
40,0.29131317674816487
41,0.29129083842074177
42,0.2909840000749578
43,0.29036858081987726
44,0.2891151504119547
45,0.2810511082201681
46,0.2797473303033791
47,0.2770441585317673
48,0.27665119940594457
49,0.27472069843390656
50,0.26813795732878243
51,0.26745082914507395
52,0.26690208445997
53,0.26642202476975413
54,0.2662019475513785
55,0.2649206392146739
56,0.26337521320059804
57,0.25967822927442497
58,0.25819116301484674
59,0.2573013821499247
60,0.2500897861385654
61,0.24932187158219343
62,0.2475964906412416
63,0.24492420458492845
64,0.24098527426814564
65,0.23553911153858728
66,0.23548232018732929
67,0.23514722329048549
68,0.23514467410856424
69,0.23514302363613585
70,0.23250803650205032
71,0.22839466582603388
72,0.22351351447530018
73,0.22298272761146756
74,0.2228274495899146
75,0.22253595011851884
76,0.22123787554419433
77,0.21997109182931252
78,0.21936975480464382
79,0.21860906289666115
80,0.21797826460824185
81,0.21783178622796553
82,0.2177622650584584
83,0.2172354003530441
84,0.21721805870620142
85,0.21710970136539534
86,0.21709492167007277
87,0.21693054271032242
88,0.2168500412731067
