,topology
0,inf
1,0.5661867237554495
2,0.4202784153665738
3,0.41637109442619397
4,0.3841601088334601
5,0.33235958187265113
6,0.3317738319116966
7,0.33175304971200215
8,0.33171335265827684
9,0.32570766518275623
10,0.3222692660542391
11,0.32056073233411503
12,0.3205119174393035
13,0.31871739292676216
14,0.31871648554098775
15,0.31869086505368005
16,0.3186763444167906
17,0.316021725727763
18,0.31592903269171363
19,0.31574942743343626
20,0.3157265685533073
21,0.3155955521690711
22,0.31557158977052685
23,0.3155580589821342
24,0.3155149486847077
25,0.31550339372335623
26,0.3154749527032919
27,0.3154621011948662
28,0.31543165118511796
29,0.3154125201748463
30,0.3153929363348137
31,0.3153456951099551
32,0.31533248418618937
33,0.31531409201854593
34,0.3152832159341698
35,0.3150848409053809
36,0.31504946232368203
37,0.31495705948803693
38,0.31492473352489875
39,0.3149112209099227
40,0.31483570974050445
41,0.3148219527057188
42,0.314444416077127
43,0.31423447200918064
44,0.31405860012836695
45,0.3116566685579478
46,0.3103105890928435
47,0.3094625754378817
48,0.30731063101466544
49,0.3058785730842427
50,0.3020883824261583
51,0.30116729915514334
52,0.30006190236609626
53,0.29926335375472174
54,0.29613734323816826
55,0.2896558163255942
56,0.2890403057749285
57,0.28885822393934807
58,0.2883567987273959
59,0.2880048707939486
60,0.28119907760713786
61,0.28112939872370096
62,0.28052761889827543
63,0.2782372546971278
