,output_layer
0,inf
1,0.5517106761694813
2,0.34153918962590035
3,0.3264887601873042
4,0.3257014851800028
5,0.3193957203141063
6,0.3193176973099931
7,0.31931472007948075
8,0.31867554453412406
9,0.3181875020480749
10,0.317873123383087
11,0.3178431505446298
12,0.31618514530161024
13,0.31581896662204867
14,0.31571859236921285
15,0.31192448157237873
16,0.310596815004991
17,0.3076502564611213
18,0.30617053104295333
19,0.3059453308109216
20,0.29641258688500527
21,0.29629672999013057
22,0.2961862052236936
23,0.29487247996066956
24,0.29308272542749764
25,0.2903205926136176
26,0.28487557804230335
27,0.28203661140429676
28,0.2807950857110282
29,0.2772347088930509
30,0.27182313737163116
31,0.27067485895058113
32,0.2697911628937544
33,0.2696628794072057
34,0.2695514529884044
35,0.269168932707162
36,0.26864441771389547
37,0.2676565035970507
38,0.2675810349055261
39,0.26481917152565615
40,0.2534413855671168
41,0.2513538912276624
42,0.2512019333577682
43,0.25064808488982027
44,0.25053119895867904
45,0.24996271021605052
46,0.2481543749156248
47,0.24768928410437235
48,0.24024608277355722
49,0.23629125203965048
50,0.23524016558044597
51,0.23521958920741975
52,0.23506098012580826
53,0.23245396443295432
54,0.23217958603132685
55,0.23203396793613207
56,0.23191707825531743
57,0.23045532243985378
58,0.22753494956506895
59,0.22579004547162454
60,0.2245716224541343
61,0.221740117063768
62,0.22147755011391465
63,0.22082521174903816
64,0.2192791595424088
65,0.21083602572391633
66,0.20965214047896566
67,0.2093581129992707
68,0.20912937932087886
69,0.2077578814866246
70,0.2077284470382926
71,0.20701705725066183
72,0.20677985592391887
73,0.20386817986163233
74,0.2037823377443189
75,0.20360998796231708
76,0.202911355328722
77,0.20184139780724747
78,0.19794154522428836
79,0.19776590283613238
80,0.19769789840872243
81,0.19750441690544732
82,0.1972974680915208
83,0.19660352654218125
84,0.19373139942559864
85,0.19203633095498893
86,0.1916030734802871
87,0.1909083508576516
