,topology
0,inf
1,0.603225966325637
2,0.5990056015670646
3,0.32550418944384385
4,0.32550107088361774
5,0.32180882173547326
6,0.31709583837084887
7,0.31709417465153855
8,0.317091686672509
9,0.31708987742868056
10,0.31708960332469516
11,0.3170746388482631
12,0.3170714601588597
13,0.31707145852851504
14,0.31707145827998173
15,0.31707145481411586
16,0.31701015980560243
17,0.316689933400675
18,0.31649645583688696
19,0.31633490854226215
20,0.3162863796838108
21,0.31627210727064337
22,0.31625799289672907
23,0.3162009523286854
24,0.3161772610517771
25,0.3158103738448235
26,0.3157214001502136
27,0.3157196928938904
28,0.31570611292271716
29,0.3156341145395895
30,0.31561155135307156
31,0.3156110245964751
32,0.31558495097341677
33,0.31556650380579265
34,0.31555779884637764
35,0.31537942233494953
36,0.3153349648526691
37,0.3153287542670322
38,0.3153160548986898
39,0.31488902240174416
40,0.3148222432388029
41,0.314818899215679
42,0.314806128292155
43,0.3148038984806649
44,0.31476110552803194
45,0.31462700838506386
46,0.3139181210682358
47,0.3122284465760568
48,0.3118184770039581
49,0.3116025871694993
50,0.31122017975305816
51,0.3111260932710662
52,0.3089881548436221
53,0.30893931374222217
54,0.30880355905587037
55,0.3080577390994732
56,0.30776438222794605
57,0.30755402498659956
58,0.3074990541107117
59,0.30748358624462263
60,0.30733532363274735
61,0.3073169344245494
62,0.3059478633557754
63,0.3055563289646299
64,0.298482658526255
65,0.2861367773873507
66,0.2849620659217497
67,0.28443617132579874
68,0.2843081129053888
69,0.2811342003402298
70,0.2805574793448089
71,0.28049934463886933
72,0.26654488786764247
73,0.26581832726105126
74,0.26577614631282365
75,0.265552826046566
76,0.2605072753360237
77,0.25953066851363804
78,0.25931473550020223
79,0.2589681098529121
80,0.25799311337741715
81,0.2579873637546582
82,0.256808616104669
83,0.25303597871840205
