,model
0,inf
1,0.5152809201851064
2,0.5150074902037443
3,0.5145046606613186
4,0.3293223143022868
5,0.3266938238603774
6,0.31594917121226257
7,0.31593164493079123
8,0.3159060487398767
9,0.3158795392782548
10,0.31587496749639465
11,0.31559467886343506
12,0.3092416206669345
13,0.30919182293151043
14,0.3090799380136228
15,0.3076502564611213
16,0.30007425096263574
17,0.2988531370174773
18,0.29881628991186676
19,0.2966301403739404
20,0.29399322025385266
21,0.28203661140429676
22,0.2807956068004646
23,0.2738009012216129
24,0.27374324177815074
25,0.273214861614354
26,0.26725350088623406
27,0.2669509435574701
28,0.26566764911458646
29,0.2611481036197766
30,0.25818456646224613
31,0.25144376701430776
32,0.25053119895867904
33,0.24780632512971779
34,0.24399359866519688
35,0.24225997542713432
36,0.23521958920741975
37,0.23203396793613207
38,0.22645011804304363
39,0.22318780776881184
40,0.2231164499850121
41,0.2193784813290689
42,0.21853194983412066
43,0.21159094124487401
44,0.20912937932087886
45,0.20343693887487316
46,0.19660352654218125
