,weights
0,inf
1,0.8395174229147533
2,0.8097373216559551
3,0.8021101751927588
4,0.8017373867820227
5,0.7939307009793973
6,0.3879654014667969
7,0.36991318351296254
8,0.32478122993643566
9,0.324771957138871
10,0.3246798934619273
11,0.3211454513329661
12,0.3198887512598837
13,0.318449115892913
14,0.31745600485003594
15,0.3125779389663602
16,0.3123329895213464
17,0.31075957357562023
18,0.3102626669410693
19,0.3101641211173346
20,0.30920979977236557
21,0.3087806851649935
22,0.30061149976785173
23,0.28610723257558907
24,0.2835997071879851
25,0.2830470272145546
26,0.28173381568566325
27,0.2814642217293015
28,0.27973778825827045
29,0.2781054172683759
30,0.27784918381959844
31,0.27679533055432926
32,0.27598574273312915
33,0.2753695928430205
34,0.26903220111611886
35,0.2670983142317476
36,0.2657556924091563
37,0.26166858981681945
38,0.25975146886713685
39,0.2556036476695828
40,0.2540666738821402
41,0.25106055441454034
42,0.2481599327467241
43,0.24495447247581978
44,0.24144158555968823
45,0.23815366353071027
46,0.23793931746724145
47,0.23496664676161394
48,0.23415931785284183
49,0.23321230681771055
50,0.23062530271280582
51,0.22942520337141184
52,0.22155327155265878
53,0.21969969811662404
54,0.21841366537068335
55,0.2183153829737541
56,0.21765272177407888
57,0.2146188673910863
58,0.20119482085710239
59,0.20083591843054588
60,0.19976261571083967
61,0.19789294056170814
62,0.19700858981509622
63,0.19627644304908964
64,0.19225137412883272
65,0.1867085187641847
66,0.18595754254485242
67,0.18532187146581644
68,0.18326946805227762
69,0.1805389806293451
70,0.18043214390730558
71,0.18041947999422286
72,0.18013370880030707
73,0.17945038006331818
74,0.17944955078344016
75,0.17937084291901706
76,0.17929413406480416
77,0.17923039936498208
78,0.179089663041302
79,0.1776627396578943
80,0.1776593992146459
81,0.1776421554250338
82,0.17575542339180175
83,0.17572705969118074
84,0.17572089494003362
85,0.1757125257063985
86,0.17559705028597292
87,0.17554304479009677
88,0.17554151455752567
89,0.1754960010439252
90,0.174974812470097
91,0.17360805818674432
92,0.17256383758809665
93,0.16939365331204798
