,weights
0,inf
1,0.6855311922950651
2,0.598230275484095
3,0.5777203264308423
4,0.5762888665611348
5,0.5052002181995433
6,0.3259532090106472
7,0.31948885166451635
8,0.3194823346854197
9,0.31946736734476555
10,0.3188699900383222
11,0.31879460360029804
12,0.31835400710872613
13,0.3181752159511136
14,0.3179583049831451
15,0.3174801492647117
16,0.3174796812857175
17,0.3174759369809092
18,0.31747540500454824
19,0.3173210212844616
20,0.3173144173665462
21,0.317250948149666
22,0.31724682021178885
23,0.31721482082205155
24,0.3170061657262846
25,0.31660164553481235
26,0.31659577862301125
27,0.3163791532668434
28,0.3163244753148856
29,0.3160144749028347
30,0.31580723027184104
31,0.3156450410200697
32,0.31544744978113126
33,0.3128779366976188
34,0.3124172907706986
35,0.3121612690965895
36,0.31207662099928035
37,0.31139893256534973
38,0.3111063161868305
39,0.31101332680154087
40,0.3109843748838908
41,0.31069216255741194
42,0.3104464148018828
43,0.31010195289518694
44,0.3100243321651561
45,0.3098195585408864
46,0.3097389809930714
47,0.3094699715425804
48,0.3094535052788042
49,0.3092930687620021
50,0.3089032055603013
51,0.30876098223053144
52,0.308501147292226
53,0.3078628786368342
54,0.3074568002176234
55,0.30741057726662496
56,0.30614055649424704
57,0.3049229292859141
58,0.30441589006740566
59,0.3009410128405856
60,0.30019394754356804
61,0.30012982043162756
62,0.2990112007198514
63,0.2972898701719708
64,0.2958478310269972
65,0.29506636633925026
66,0.29434696833970586
67,0.2910796844273961
68,0.2906081950887908
69,0.28807571907877183
70,0.2868226646016915
71,0.2866223600981647
72,0.2801132827616613
73,0.27891900648112444
74,0.27699710091219876
75,0.27511291288296696
76,0.2750465381162311
77,0.26762658631601866
78,0.2659628525180753
79,0.26373466858922656
80,0.2618168844984068
81,0.26028367516354106
82,0.25569700326938744
83,0.25535146414113785
84,0.25420751720981677
85,0.25187050856687004
86,0.2506167803896433
87,0.25014421097068457
88,0.24764962521146233
89,0.2447640985578585
90,0.24407814181059023
91,0.24288736921518014
92,0.24281238891991413
93,0.24129439676950049
94,0.24121621141345054
95,0.24069660617809338
96,0.24061151587180948
97,0.23524881383031598
98,0.23321017535967203
99,0.2322894913131565
100,0.23170456305374187
101,0.23120798428356745
102,0.22970672656898833
103,0.22829527585686202
104,0.2179898487729444
105,0.21750698686533645
106,0.21197235685067645
107,0.21194215013695433
108,0.21181733733960326
109,0.2106491301685685
110,0.20927900024167476
111,0.20774836193028187
112,0.20372056191959997
113,0.20252055751296733
114,0.20150776271402224
115,0.1999430660402935
116,0.19807103882014535
117,0.19712015735914257
118,0.19086036595888964
119,0.18254409503216232
120,0.18030613203564763
121,0.1789866918726501
122,0.1778256882110619
123,0.17673679873108888
