,weights
0,inf
1,487264.07605095644
2,481024.71614127414
3,480887.80892187747
4,480684.3126752107
5,474822.6437395164
6,460864.21660068905
7,0.53388353590871
8,0.5278920313164426
9,0.51555877655282
10,0.5086700347138777
11,0.5038700533027569
12,0.4873617328312511
13,0.4743612934525821
14,0.43733685326008176
15,0.33240126919192053
16,0.33239530237723375
17,0.3323885942534645
18,0.33238723308793966
19,0.3174416677077196
20,0.3167849339218137
21,0.3167574005933357
22,0.316625282827531
23,0.31644522017171084
24,0.3161401343836668
25,0.3135638305050811
26,0.31300740380881137
27,0.31132088823030146
28,0.3108997656853673
29,0.3106491678061714
30,0.3042620309008893
31,0.3018387772158731
32,0.30142991785243956
33,0.30140792423525414
34,0.3010894923949404
35,0.30100090126391793
36,0.3008644660632981
37,0.3007582863060808
38,0.30039180295845325
39,0.29140365227472975
40,0.2913706615873609
41,0.29061270010939116
42,0.2898280693413575
43,0.27513354750634694
44,0.2745591542221288
45,0.269185644694375
46,0.2689084656692387
47,0.26831110082870274
48,0.2604926264760028
49,0.2591007455824206
50,0.25842459163271164
51,0.25697603466250807
52,0.2569180604436389
53,0.25596982479725044
54,0.2508109658166122
55,0.2506276066591302
56,0.24818095992213068
57,0.2481710227634552
58,0.24205368628030421
59,0.24115220059802442
60,0.23003452775954858
61,0.22898933246762168
62,0.22261622988914861
63,0.2225947027344987
64,0.22075641356061862
65,0.21346475461780176
66,0.2124999609921242
67,0.21218506573403972
68,0.21106240477745192
69,0.21080647060017535
70,0.2096617718401984
71,0.20955265359011202
72,0.20941655103660015
73,0.20935862973893374
74,0.2093358140711924
75,0.2093335351778108
76,0.20926943382934168
77,0.20921093752184833
78,0.2090583798383564
79,0.20898367000460508
80,0.20887379462565678
81,0.20881616263891462
82,0.20877272002085553
