,model
0,inf
1,0.736348841767444
2,0.43748256362875754
3,0.4354576937807157
4,0.3317166048836089
5,0.33170636612418125
6,0.3233603805086951
7,0.3233602957954609
8,0.32198881362839366
9,0.3207296517216879
10,0.3207194362584609
11,0.32070283253811327
12,0.31660827559049265
13,0.3166042630082994
14,0.3165768385399687
15,0.31537072100464614
16,0.31536738393613034
17,0.31536587264468285
18,0.31534969959915227
19,0.3127246283930088
20,0.31261333810705455
21,0.309193925439922
22,0.308909108605229
23,0.30116966801458656
24,0.2967848357028716
25,0.29654385565781155
26,0.29640355729341383
27,0.29634533238467087
28,0.29205930133014224
29,0.2915810459225916
30,0.29141053304657033
31,0.28845245628531524
32,0.28823144970981884
33,0.28802882910968663
34,0.2875542874359627
35,0.28129507110526225
36,0.2767443158991997
37,0.2756585851285919
38,0.275642061987116
39,0.275259406540717
40,0.2751301940210138
41,0.27489551245523935
42,0.274106007456641
43,0.2643109347117248
44,0.2641821879442575
45,0.26384057327356686
46,0.26259056063959174
47,0.26049646536547283
