,model
0,inf
1,0.5116967560437123
2,0.4263681130476822
3,0.4241826499320374
4,0.42104130882680413
5,0.41743837372566783
6,0.386304873056379
7,0.38584365386522435
8,0.38228964575130603
9,0.3754462345163498
10,0.3313674058654632
11,0.32318495902850775
12,0.3231701872640719
13,0.3157119510107316
14,0.31570844161662853
15,0.31570590660727965
16,0.3157041786911295
17,0.31517554349999877
18,0.3150848409053809
19,0.3150822853399448
20,0.31492760699579125
21,0.3147566433234745
22,0.314444416077127
23,0.31423447200918064
24,0.31405860012836695
25,0.3116566685579478
26,0.3103105890928435
27,0.3094625754378817
28,0.30731063101466544
29,0.3058785730842427
30,0.30296136711065585
31,0.3020883824261583
32,0.30116729915514334
33,0.30006190236609626
34,0.29926335375472174
35,0.29613734323816826
36,0.2896558163255942
37,0.28929084471734295
38,0.2864303805228315
39,0.2807682869137699
