,weights
0,inf
1,59676.15817201047
2,290.45947920040123
3,16.861907758869513
4,0.43241094889816706
5,0.4289115665032628
6,0.41284712356369446
7,0.41043188913290823
8,0.4053568784598743
9,0.3948679222825651
10,0.3714769141774267
11,0.35128513635824793
12,0.34489668860595374
13,0.32956070319521125
14,0.3234163844159067
15,0.3234156137821511
16,0.32337940614048477
17,0.3233726647072995
18,0.3233709042833589
19,0.3233708300687547
20,0.32336853350848765
21,0.3231646787332158
22,0.32316406879440923
23,0.32294825784304787
24,0.31659618877956036
25,0.3165771656981409
26,0.31655095402786415
27,0.31653534245616594
28,0.3156553983830331
29,0.3153558399644278
30,0.31534656110223774
31,0.31533561868850735
32,0.31513798720565395
33,0.3146773645149778
34,0.3143032308161277
35,0.3128422380125064
36,0.31273582995477156
37,0.3120579994273503
38,0.31188125277677325
39,0.3115760281486385
40,0.31060303775908427
41,0.3103445597972135
42,0.3097579982533976
43,0.30955341274854187
44,0.30899606966058785
45,0.30878827475217124
46,0.3085979182269475
47,0.3076896513056268
48,0.3051672484264855
49,0.30490322334924685
50,0.3045202651166985
51,0.30432474108873003
52,0.3025829926841601
53,0.302527521940044
54,0.3023306736782074
55,0.30221909227432503
56,0.3018571161679206
57,0.3005884149646999
58,0.300357602073265
59,0.30021961315789075
60,0.2999166147996427
61,0.2998779785515451
62,0.29899115143608657
63,0.2963360056576189
64,0.29620064909430455
65,0.2943109268124756
66,0.2930205842121846
67,0.2929111242030618
68,0.2926256529802907
69,0.2922411615513694
70,0.2916565633421854
71,0.2911575002693953
72,0.2893421868389562
73,0.2881211057320254
74,0.2879327438984363
75,0.2877863562110573
76,0.2876785594921948
77,0.2875984880145269
78,0.28746328071668675
79,0.2862798941480845
80,0.2857379839953546
81,0.2849425196559474
82,0.28056300092219366
83,0.279757924518653
84,0.27956155811477457
85,0.27796255147274074
86,0.2767443158991997
87,0.2767299883634607
88,0.27664871840490346
89,0.2752401692267541
90,0.2741130505453388
91,0.26152470439316067
92,0.257784688645465
93,0.25686002006536357
94,0.25560224227491435
95,0.2550504180469659
96,0.25042691757489355
