,hidden_layer
0,inf
1,0.6079073106138797
2,0.5989149165738522
3,0.5971664218809454
4,0.5970742766823157
5,0.3381044461804953
6,0.33337682043758016
7,0.3333712382706391
8,0.3223760990747954
9,0.32197980065253784
10,0.321540479212513
11,0.3170982539170552
12,0.3170947434039751
13,0.3170916888174002
14,0.31709168568273033
15,0.3170916818923108
16,0.317074109143816
17,0.31707400416001363
18,0.31707359939208135
19,0.31707104024024074
20,0.31706868808925415
21,0.3170644880231536
22,0.31705678770070567
23,0.3170308945997641
24,0.3170183199313797
25,0.3170176018933954
26,0.3170148395023194
27,0.3170083902200928
28,0.31699909400422377
29,0.31692719307939815
30,0.3169080025990551
31,0.31680425096212617
32,0.3161186215754629
33,0.31597066124668033
34,0.31595705864156604
35,0.3159112056597732
36,0.31582525527150435
37,0.31576967198370187
38,0.3157406834066986
39,0.3157340355466688
40,0.3157281848364568
41,0.31569872475677835
42,0.31559391824746263
43,0.3155860905564015
44,0.31551436837201857
45,0.31530052193173336
46,0.3150745567700884
47,0.3150719376308507
48,0.3149627166932761
49,0.3149182456651238
50,0.31396649231393453
51,0.31388352661602537
52,0.31360474698141244
53,0.3134811202329536
54,0.313226250180682
55,0.3129645784970278
56,0.31208482439495583
57,0.311494374018776
58,0.3114350601353859
59,0.31126950279320303
60,0.31101938128661843
61,0.31091014811016077
62,0.310797644177014
63,0.3106821663159373
64,0.30976830122782345
65,0.30896393246228304
66,0.30868949361134784
67,0.30860286326883185
68,0.307956856010294
69,0.3076893937075533
70,0.30767140459150855
71,0.3073051993327009
72,0.3072928538811456
73,0.30679339619400187
74,0.30651988753932
75,0.30491033291565484
76,0.30468366406714564
77,0.3038384468765758
78,0.30370874847407536
79,0.29992937213920146
80,0.2972782979430466
81,0.2972611366838165
82,0.29550476747683024
83,0.29502335652910366
84,0.2943626895106755
85,0.29360506879779313
86,0.29310678779177735
87,0.2920445485465234
88,0.2919048601620272
89,0.2918440844942664
90,0.29131201083692265
91,0.29012299255082263
92,0.2899953944394096
93,0.2810167965037048
94,0.2806538234132344
95,0.2796714133829499
96,0.27945350877922853
97,0.2658816631661138
98,0.2648716574942169
99,0.2599509361318149
100,0.2598615927379509
101,0.25923283866288166
102,0.25680472304398255
103,0.256360336327928
104,0.256163965321404
105,0.25594376239706784
