,weights
0,inf
1,0.545715278805343
2,0.5456158360256967
3,0.4371253533196972
4,0.3215552561203962
5,0.3213677915892634
6,0.3212068782806501
7,0.32086671460799837
8,0.3189556265856603
9,0.31795437455098335
10,0.31780505816830273
11,0.31735893381492425
12,0.316744133504543
13,0.31657538446876116
14,0.31655968783365057
15,0.3160026415599618
16,0.3158554659588518
17,0.3156521579295103
18,0.3114809740520416
19,0.3060802948819316
20,0.30521689687077913
21,0.3005723826424841
22,0.2843047600927101
23,0.28426662477834413
24,0.2813859340044165
25,0.2785868668734178
26,0.2785576221204747
27,0.2783843124004124
28,0.27812124421898343
29,0.27794158679094344
30,0.2767290988048073
31,0.27671793123412186
32,0.26950079972159746
33,0.2680227507200407
34,0.2650688318378023
35,0.26210285369573944
36,0.2619940892611838
37,0.2592380539382571
38,0.2582286931227623
39,0.25497727919175817
40,0.2545804486714043
41,0.2386466302474236
42,0.2292760646001197
43,0.228892920992943
44,0.22721111797222454
45,0.22718191136878585
46,0.2271761718296183
47,0.22714342197832593
48,0.22706226933264326
49,0.22703268440001217
50,0.22697528852268292
51,0.2268016793500111
52,0.22644812163359868
53,0.22309848784051908
54,0.22249844747523867
55,0.22124261589184174
56,0.22062439289761482
57,0.22034556940358976
58,0.22034533555073035
59,0.2203428167337173
60,0.21998749394224615
61,0.21917374094209421
62,0.21909423559277977
63,0.21893787205995555
64,0.218391531743015
65,0.21818432176960467
66,0.2180712904892352
67,0.2179461639768285
68,0.21791467517184254
69,0.217838180270099
70,0.21781685154445643
71,0.21777485791426024
72,0.21774802837587584
73,0.21774190089213324
74,0.2177350781946732
75,0.21771426344701103
76,0.21769594054811436
77,0.2176945993605263
78,0.21767437694878106
79,0.21767232631162367
