,topology
0,inf
1,2.191734479696289
2,2.1916638192822946
3,2.1916373013593686
4,0.4100438275894156
5,0.40990998117156197
6,0.40984584529787077
7,0.4098162395741191
8,0.3256360084270818
9,0.32557725012995165
10,0.32520347183276205
11,0.32505152433487444
12,0.32493706496691854
13,0.3174887501324463
14,0.3174884862441235
15,0.31591844982427275
16,0.3142214739740274
17,0.29622230143712824
18,0.29455100106652476
19,0.2698154812211183
20,0.2560288846658238
21,0.2401704987102162
22,0.23510530254525397
23,0.227462426364831
24,0.2236442340175212
25,0.22152988950465394
26,0.22147120700278838
27,0.22000687721211304
28,0.21968488334865888
29,0.217575806421434
30,0.21631006959153376
31,0.21581937315633454
32,0.21377547845503983
33,0.21107466999546035
34,0.2094241744260014
35,0.2091444775301239
36,0.20904034071213556
37,0.2089200554185517
38,0.20870167453889105
39,0.20864114797555763
40,0.20828625796488823
41,0.20826604947368416
42,0.20825407543566637
43,0.2081323261318577
44,0.20811736186163401
45,0.2077217170169797
46,0.20771189175103918
47,0.2076774939017167
48,0.20764568074993903
49,0.20740957426920575
50,0.20732414590844955
51,0.20709435866256978
52,0.20699728092421804
53,0.2069941176226628
54,0.20697596683776834
