,topology
0,inf
1,69583.92109575044
2,69485.32061349605
3,69234.83836763774
4,0.6196975193463788
5,0.43748256362875754
6,0.3414229182688217
7,0.3233684562446899
8,0.3165788017360308
9,0.3165745403258632
10,0.3154010911679927
11,0.31538260715645566
12,0.3153743603675435
13,0.31535373701223196
14,0.3153250817306557
15,0.3130907000177262
16,0.31305726402259093
17,0.31283957448878763
18,0.31282699826635013
19,0.3127459691885168
20,0.3126215509324035
21,0.30944346028282843
22,0.3093327513612968
23,0.309219820805503
24,0.3090904987486246
25,0.3089624966396311
26,0.30886668699098424
27,0.30134178375914267
28,0.3012455495613967
29,0.3007698795071534
30,0.29659500182527326
31,0.29653036555537327
32,0.2964276252329378
33,0.2964229663160681
34,0.292759843213412
35,0.29266527780638973
36,0.2924736676041572
37,0.2916051030473112
38,0.2914867342722159
39,0.28827884934859055
40,0.28769532171790607
41,0.2810647977471629
42,0.28101812794981446
43,0.28097788617101205
44,0.2767443158991997
45,0.27533768588877
46,0.27465498773591923
47,0.2642231876214201
48,0.26234945863936215
49,0.26224741583299976
50,0.26207973589614364
51,0.2616032255755278
52,0.2612741574818943
53,0.26121852904330445
54,0.2601232430276452
