,model
0,inf
1,0.3855473946439915
2,0.38547311589047134
3,0.37057419990658724
4,0.3202444119105569
5,0.31814305906715334
6,0.31690912613124095
7,0.31668292863272873
8,0.31668189057146523
9,0.3166540015413193
10,0.3166103591388185
11,0.3165527959696373
12,0.3165417974509498
13,0.3164268863590892
14,0.3163785062736961
15,0.30224363247051467
16,0.3013694934453709
17,0.30110983140936554
18,0.3001814536937173
19,0.29588334016328754
20,0.29549924430548125
21,0.29542381756681313
22,0.29432891108651826
23,0.2939071970371694
24,0.2935520619760185
25,0.29143582082785785
26,0.2888525182838323
27,0.2863950145417185
28,0.28472334762613755
29,0.28019938337334166
30,0.27956545210046163
31,0.2794326626482859
32,0.2609090534341117
33,0.2605697538827254
34,0.25096345789209895
35,0.23965143472465653
36,0.23932769098882686
37,0.23928772482422012
38,0.23815712793236213
39,0.23340649862308915
40,0.22472280305798698
41,0.2242750137329758
42,0.22254919552383404
43,0.22173006015088687
44,0.22077710971992298
45,0.21584028614419584
46,0.21308995840456738
47,0.21198075470728708
48,0.20918052790116998
49,0.20845062501176337
50,0.20708681804229348
51,0.20618377938736934
52,0.20354850427334545
53,0.20254880848355153
54,0.2010029569532292
55,0.20046071545358704
56,0.20017672305233367
57,0.19979391776696726
58,0.19892254844435475
59,0.19825807455702013
60,0.19764463425766596
61,0.19715780978774597
