,output_layer
0,inf
1,0.7222550169925672
2,0.6632761537008788
3,0.5178722902843507
4,0.5136507066295238
5,0.44793441733491146
6,0.44588631838616255
7,0.43748256362875754
8,0.4356306373113576
9,0.43534816626494066
10,0.4347543950903024
11,0.38811449839528345
12,0.32087891486065023
13,0.319129048237794
14,0.31778239528686836
15,0.3165799840534807
16,0.31654146808103156
17,0.3162612464267257
18,0.3156882657558721
19,0.3153772652094686
20,0.31535700890844914
21,0.31516763334377923
22,0.3148867294740227
23,0.31448033259592023
24,0.31242664277283855
25,0.31102172927018745
26,0.31078975980252965
27,0.3107835134573531
28,0.30981904051551046
29,0.3083120288331193
30,0.3080778265395806
31,0.30793061212690404
32,0.3066663263971075
33,0.3052083398170092
34,0.30354767872380434
35,0.3023686088411002
36,0.30221060269674577
37,0.30003586519114195
38,0.29961080155300074
39,0.297126806484351
40,0.2846720956986798
41,0.28168076986909796
42,0.28143674641811445
43,0.28054317102095727
44,0.2795222736535639
45,0.27333717623305637
46,0.2697448202423425
47,0.26428926459837865
48,0.2639203340732507
49,0.2626550351725498
50,0.26036861083872614
51,0.2582096519170132
52,0.2517801968508906
53,0.2511434128697954
