,output_layer
0,inf
1,55986.54147194498
2,0.443897233643737
3,0.43527439781503363
4,0.4211667636139559
5,0.4211303478952135
6,0.4100033967630321
7,0.35763513082336124
8,0.35104808526474063
9,0.31740021574360155
10,0.31636876970922917
11,0.31488562910796664
12,0.31378419290169957
13,0.3129739334904151
14,0.29989826110860607
15,0.2984596147396677
16,0.2970119612955716
17,0.2966006717706114
18,0.2955501746795896
19,0.2938792694945817
20,0.27615391337473244
21,0.2698154812211183
22,0.26509763277909404
23,0.255574464795678
24,0.2547408382317886
25,0.2532651760007429
26,0.2527161881743122
27,0.24136692563606643
28,0.2399371283164615
29,0.23742287250197652
30,0.2352535586390583
31,0.23510530254525397
32,0.23510511391880554
33,0.23220378037767797
34,0.22909009862966617
35,0.2287345041334656
36,0.227462426364831
37,0.22307175361994214
38,0.2219630976288611
39,0.2197814041037451
40,0.2187599881879146
41,0.21825706516915833
42,0.21810360063111348
43,0.21800949025315614
44,0.2171380038165841
45,0.21694477827574404
46,0.21661348940653583
47,0.2164391203714575
48,0.2164084162531402
49,0.21479294907567653
50,0.21450972405614827
51,0.2132928659167892
52,0.21315643829391276
53,0.21307955695541328
54,0.2127344531953868
55,0.21138972975439815
56,0.21107466999546035
57,0.2108586057878187
58,0.2104551810448477
59,0.20981133680982536
60,0.20979873844057909
61,0.20960298491699725
62,0.2094241744260014
63,0.2091444775301239
64,0.20895696506058886
65,0.2089200554185517
66,0.20870167453889105
67,0.2086988697070609
68,0.20868605512753585
69,0.20864114797555763
70,0.20828625796488823
71,0.20828444797721232
72,0.20826604947368416
73,0.20825407543566637
74,0.20825069698077506
75,0.2081323261318577
76,0.20813123207997225
77,0.20811736186163401
78,0.20810764895014452
79,0.2077217170169797
80,0.20771580657186883
81,0.20770964420692095
82,0.20761673521678842
83,0.207602810881815
84,0.2075676704572015
85,0.20747828654640413
86,0.20734875444657827
87,0.20734159541065988
88,0.2073160799584959
89,0.20726921697902248
90,0.20725529712329926
91,0.20723874740546275
92,0.20723439489973308
93,0.20723281388279388
94,0.2072296231085657
95,0.20709435866256978
96,0.2070898312009437
97,0.20699728092421804
98,0.2069941176226628
99,0.20697596683776834
