,hidden_layer
0,inf
1,31498.692658448912
2,18571.019528984856
3,13824.543164603545
4,12506.8298476877
5,9692.238829611688
6,2913.602964956143
7,2794.890867180146
8,17.373867083573415
9,10.067798558973442
10,0.6196701960306651
11,0.6196404508722327
12,0.43748256362875754
13,0.32968554976604325
14,0.31746335276163806
15,0.3172401047746996
16,0.3168939041089278
17,0.31682897781603936
18,0.31656010450296024
19,0.31654973519964524
20,0.3162156531007593
21,0.3154251107796707
22,0.3153918412168323
23,0.31533413597862264
24,0.3148742925516035
25,0.31463830467275317
26,0.31424225316048554
27,0.3133935349950644
28,0.31289230001037427
29,0.312806828929751
30,0.3127107812779932
31,0.31262920080102113
32,0.31247593055082906
33,0.3124036847228597
34,0.3123547884697276
35,0.31218040246136897
36,0.31177321181652107
37,0.311714457423041
38,0.3115637832730657
39,0.31142870666008754
40,0.31133969319709043
41,0.3112720875070605
42,0.3091632896351343
43,0.3090823569264477
44,0.3089353660439568
45,0.30812011043923104
46,0.3081049312635209
47,0.30807397863461233
48,0.3073850204380423
49,0.30600270656064305
50,0.3045778522785993
51,0.30323638945239795
52,0.3032201808588588
53,0.30305020840365
54,0.30212977823241804
55,0.2992811774074902
56,0.2991019317588936
57,0.2989016293791611
58,0.2984912968699884
59,0.297515105348115
60,0.29747308646603
61,0.29679261809455354
62,0.29620479870700084
63,0.295994456991011
64,0.2923655561015548
65,0.292274430213874
66,0.2918687664519723
67,0.29181350250632887
68,0.29158680573393686
69,0.2910591129031726
70,0.28842460594456215
71,0.2865349562614342
72,0.2858799255453663
73,0.28361912555065083
74,0.2821504369620072
75,0.28115216533968224
76,0.28025493238935156
77,0.2801586335757492
78,0.27994402432541815
79,0.2747517479049302
80,0.27329609831135593
81,0.25926983741490867
82,0.2558024171163544
83,0.2529686169583693
