,output_layer
0,inf
1,0.4199701262813237
2,0.39243038720805906
3,0.38496243593684315
4,0.3746000267449347
5,0.3206931137205144
6,0.31803092452481113
7,0.31707231738011443
8,0.31705441822389135
9,0.31691956149074874
10,0.31681356128238114
11,0.31666354928552026
12,0.3166411843418317
13,0.316637252928716
14,0.31656635795443533
15,0.3164986335476049
16,0.3164667456377639
17,0.31645699738903743
18,0.3148567885320769
19,0.3125110814099476
20,0.31096142996859466
21,0.30224588587284285
22,0.29938417875208684
23,0.2956836691276681
24,0.2956651516733817
25,0.2940261595965697
26,0.29384092679824614
27,0.2863950145417185
28,0.28517297905589345
29,0.2748110443250345
30,0.2672523904730836
31,0.2667023400123624
32,0.26643001786239673
33,0.26366288921851966
34,0.2573703436091427
35,0.2559825942244219
36,0.23491271500113234
37,0.23438194132808213
38,0.23236037081524447
39,0.2248570847170817
40,0.22472280305798698
41,0.22401637447612438
42,0.22353958200330554
43,0.22272266133528715
44,0.22045977422213411
45,0.22027481953467873
46,0.2202583271116498
47,0.21782193247040046
48,0.21584028614419584
49,0.2157163548775258
50,0.21308995840456738
51,0.21304105307783772
52,0.21227978230014774
53,0.21113260937256523
54,0.21096845693184146
55,0.21063472917245704
56,0.2096119562583762
57,0.20901697915499143
58,0.20858246598861907
59,0.2071135924123927
60,0.2064767475571138
61,0.2059856910783814
62,0.205856947450835
63,0.20549308593585017
64,0.20498347088857344
65,0.20490141025810432
66,0.20354850427334545
67,0.20354842798876802
68,0.20354348233834219
69,0.20329800869312206
70,0.20300078368350274
71,0.2029779908650028
72,0.20287806395719454
73,0.2026676100551601
74,0.20263137104532933
75,0.20196428478010073
76,0.20145225795315175
77,0.20113609132199234
78,0.2010029569532292
79,0.20090870274855707
80,0.20047333629985342
81,0.20046071545358704
82,0.20039093405821026
83,0.20028786931602144
84,0.2001418905396595
85,0.20002202738219552
86,0.19961133997339509
87,0.1986467336067156
88,0.19859847828114552
89,0.198591684943447
90,0.19781244414215393
91,0.19764463425766596
92,0.19757547042906268
93,0.19756782916999532
94,0.19754617139893477
95,0.19697965490342542
96,0.19687088590687932
97,0.19676882706249324
98,0.19669690540733017
99,0.19669672759229279
