,topology
0,inf
1,0.35258596424484795
2,0.3223517747228954
3,0.31821807988196704
4,0.31819095483298504
5,0.31819061792927417
6,0.3181905482944358
7,0.3181902308361147
8,0.3181350859701176
9,0.3181313715344183
10,0.3181114107923485
11,0.3181111513467243
12,0.31811090919687035
13,0.3181103872323205
14,0.3181103332126477
15,0.31810962966190903
16,0.3181090919998866
17,0.31810763622906163
18,0.3180643066779469
19,0.3180640456681371
20,0.31806201684891255
21,0.31806199075899605
22,0.3180619501836309
23,0.3180618468378974
24,0.31806158559090497
25,0.3180612936387147
26,0.3180611050432995
27,0.3180600709120224
28,0.31805985645249435
29,0.31805978544193036
30,0.3180596160820937
31,0.31805900121094843
32,0.31805833663295585
33,0.3180579079362276
34,0.3180578595720723
35,0.31805735028519116
36,0.3180572073529954
37,0.31805714167054616
38,0.31805707078632406
39,0.3180567178790094
40,0.3180557708460077
41,0.31746496428656185
42,0.31740066776824727
43,0.3169381241406776
44,0.31606214246156195
45,0.31588527574346587
46,0.31515293316705395
47,0.31499243969789825
48,0.31488499379594453
49,0.3146191951993547
50,0.3142881150853065
51,0.3137182514477531
52,0.31315386852645993
53,0.31294234473192517
54,0.3102822935193152
55,0.3097542616128281
