,topology
0,inf
1,0.5159250794729205
2,0.31788804902793405
3,0.3076502564611213
4,0.29881628991186676
5,0.2966301403739404
6,0.29626404865881556
7,0.29572146301920776
8,0.28203661140429676
9,0.2800669074855165
10,0.27374324177815074
11,0.26864566759548525
12,0.2653136630483531
13,0.2649485821307082
14,0.25144376701430776
15,0.25053119895867904
16,0.24780632512971779
17,0.24225997542713432
18,0.23521958920741975
19,0.23203396793613207
20,0.22645011804304363
21,0.22160949046770795
22,0.21159094124487401
23,0.20912937932087886
24,0.20343693887487316
25,0.19660352654218125
