,topology
0,inf
1,472348.0163050358
2,472154.4982715423
3,472116.09389491525
4,0.8525734993211315
5,0.5207193552769283
6,0.507651528124575
7,0.3324022190844728
8,0.3323970004466665
9,0.3323956364805937
10,0.3323948972729795
11,0.31692251990128434
12,0.3169124677777405
13,0.3167402994814657
14,0.3165743868270213
15,0.3135638305050811
16,0.31296930053503313
17,0.3103246869516178
18,0.30146677160323276
19,0.3008151499860095
20,0.29901627600629793
21,0.29061270010939116
22,0.26918635456345535
23,0.26475483609924344
24,0.25425093412307903
25,0.25411627762607825
26,0.2527505292262428
27,0.2508633466138635
28,0.2507323602838972
29,0.24687505359489603
30,0.21986392556090456
31,0.21248343320487736
32,0.21139331564066102
33,0.21113390639450702
34,0.21087577547302963
35,0.20941655103660015
36,0.20887379462565678
