,weights
0,inf
1,0.39169011023744
2,0.37925266711707967
3,0.3747187258455369
4,0.3707131485069518
5,0.3706730795572019
6,0.37039680458917956
7,0.3197435852693591
8,0.31948390847050506
9,0.3185633991417369
10,0.316695773665574
11,0.3166566376328984
12,0.3166048333456627
13,0.3165547899560683
14,0.3165512470767195
15,0.3165470719508714
16,0.31654479289583143
17,0.31654339775544654
18,0.31653979453790465
19,0.3156252803692166
20,0.31558910930832856
21,0.31557436633751307
22,0.3155020929398733
23,0.3145275001690347
24,0.3081903117012409
25,0.30042376468799625
26,0.2986376633398158
27,0.29431325423176097
28,0.29326635425959763
29,0.2925061766734222
30,0.2912202654172572
31,0.29020043657884936
32,0.2882636943728773
33,0.287875445736936
34,0.28753014601585664
35,0.28688488218162195
36,0.28408768808314744
37,0.28280399854564175
38,0.28180807521771034
39,0.2607224726437513
40,0.25802705144866606
41,0.25358396167672376
42,0.24662557659985251
43,0.24518348797799994
44,0.24337132302327663
45,0.2413888749248963
46,0.23758339731118383
47,0.23552385619034577
48,0.23292097839168074
49,0.23061617214162888
50,0.23040740954327796
51,0.2275166633477081
52,0.2251290803362722
53,0.22290736203355818
54,0.22281363270168653
55,0.22157215680875608
56,0.2208579066230533
57,0.22054385409066934
58,0.22020478056390996
59,0.2199180856472878
60,0.21959951204753492
61,0.21944979895241448
62,0.21733354930923907
63,0.21688887497310333
64,0.21680599945512408
65,0.21584028614419584
66,0.21568028823636504
67,0.2149341499929577
68,0.21489164222204066
69,0.21369029725384922
70,0.21291475967037515
71,0.21258632458896046
72,0.21239903248850014
73,0.21114173629923938
74,0.2109505192273068
75,0.2106459782747255
76,0.20995867558798686
77,0.20928325041700563
78,0.2092565355984791
79,0.2091067007673261
80,0.20906097515766883
81,0.20880646758825716
82,0.2087978465231963
83,0.2082421898326243
84,0.20716804532675445
85,0.2071038262620406
86,0.20687582136545132
87,0.2065082002403382
88,0.2062159092611524
89,0.20563759596160305
90,0.20534293925372557
91,0.2050886770574038
92,0.20505333857421854
93,0.20492708193263542
94,0.20447948818894857
95,0.2037002327567011
96,0.20354850427334545
97,0.20347064693692143
98,0.20338325937271484
99,0.2030750342098547
100,0.2030016489284226
101,0.20230213304418415
102,0.2021586964095713
103,0.20203047769588836
104,0.20172457030067759
105,0.2016087512581959
106,0.20116900915372113
107,0.20096086876509303
108,0.2009059244053966
109,0.20089268462289978
110,0.2005652344288333
111,0.20046071545358704
112,0.19997916391726467
113,0.1993289747525092
114,0.19865169899659083
115,0.1984711515996135
116,0.1980955468895252
117,0.19784532638490582
118,0.19764463425766596
119,0.1975111537969026
120,0.19696467543318152
121,0.19687290118230702
122,0.19678047634311907
